filePath|title|words|est_duration
text/KN/Khp/khp1.txt|Saraṇagamana — Going For Refuge|88|1
text/KN/Khp/khp2.txt|Dasa Sikkhāpada — The Ten Training Rules|140|1
text/KN/Khp/khp3.txt|Dvattiṁsākāra — The 32 Parts|59|1
text/KN/Khp/khp4.txt|Sāmaṇera Pañhā — The Novice's Questions|548|4
text/KN/Khp/khp5.txt|Maṅgala Sutta — Protection|284|2
text/KN/Khp/khp6.txt|Ratana Sutta — Treasures|636|4
text/KN/Khp/khp7.txt|Tirokuḍḍa Kaṇḍa — (Hungry Ghosts) Outside The Walls|299|2
text/KN/Khp/khp8.txt|Nidhi Kaṇḍa — The Reserve Fund|346|2
text/KN/Khp/khp9.txt|Karaṇīya Mettā Sutta — Goodwill|229|2
